"displ_1999","displ_2000","displ_2001","displ_2002","displ_2003","displ_2004","displ_2005","displ_2006","displ_2007","displ_2008","displ_2009","displ_2010","displ_2011","displ_2012","displ_2013","displ_2014","admin2Pcod","displ_mean"
0,0,0,0,335,0,0,NA,5,0,NA,10,0,0,7,0,"CO25873",25.5
0,0,62,46,26,19,25,30,23,NA,15,26,9,25,4,0,"CO25875",20.6666666666667
125,0,0,13,8856,45,47,20,97,67,62,91,22,31,51,27,"CO25878",597.125
158,540,265,31,0,19,15,116,149,11,4,158,0,31,47,19,"CO25885",97.6875
0,0,15,0,0,0,0,16,2,NA,14,0,2,0,0,0,"CO25898",3.26666666666667
0,0,84,97,128,85,156,82,178,96,48,8,29,6,9,0,"CO25899",62.875
2490,7054,5390,12201,2419,1494,3115,1572,1916,2055,3456,981,3344,1813,2341,553,"CO27001",3262.125
460,0,350,0,0,5,5,25,0,4,29,72,463,317,84,54,"CO27006",116.75
0,0,0,0,91,140,0,13,0,514,1264,323,1,275,511,2920,"CO27025",378.25
210,0,20,8,0,0,0,NA,0,9,NA,40,2,424,88,76,"CO27050",62.6428571428571
78,0,25,0,0,31,0,13,4,10,NA,147,17,4938,544,47,"CO27073",390.266666666667
4500,560,135,25,0,0,0,NA,3,273,9,75,16,140,48,17,"CO27075",386.733333333333
0,0,0,0,0,13,980,465,11,351,1321,1784,1357,2651,1221,262,"CO27077",651
0,0,0,0,0,38,0,11,0,0,NA,6,0,40,0,0,"CO27086",6.33333333333333
154,41,0,0,399,245,3300,122,0,NA,62,132,0,98,556,31,"CO27099",342.666666666667
162,0,0,0,0,0,0,NA,11,1,NA,50,15,29,40,18,"CO27135",23.2857142857143
0,0,0,360,0,17,11,25,2096,NA,22,25,4,136,73,15,"CO27150",185.6
0,0,0,0,0,0,0,NA,0,4,NA,9,3,6,15,12,"CO27160",3.5
0,0,30,404,401,458,216,31,537,27,114,172,19,114,125,48,"CO27205",168.5
730,70,293,88,5,513,5,62,47,20,10,56,50,383,265,36,"CO27245",164.5625
0,0,0,0,0,0,0,9,290,112,80,830,7,971,2148,274,"CO27250",295.0625
0,600,266,45,0,1040,76,998,617,1611,162,809,160,464,658,293,"CO27361",487.4375
207,60,0,0,0,0,13,NA,0,NA,5,5,3,21,23,4,"CO27372",24.3571428571429
0,0,34,981,829,1,0,56,8,12,NA,123,120,405,270,163,"CO27413",200.133333333333
0,0,0,0,0,432,192,11,0,45,NA,160,276,745,135,65,"CO27425",137.4
0,0,0,0,0,0,0,87,15,210,243,631,199,963,444,132,"CO27430",182.75
0,0,0,0,0,520,23,NA,78,65,34,141,13,610,225,50,"CO27450",117.266666666667
0,0,25,0,0,0,36,35,106,28,15,79,0,145,241,39,"CO27491",46.8125
0,227,48,20,0,0,0,12,0,0,NA,127,19,98,273,62,"CO27495",59.0666666666667
0,0,0,0,0,0,0,NA,0,58,125,12,101,22,70,27,"CO27580",27.6666666666667
0,0,0,418,0,0,0,NA,0,0,NA,41,15,44,79,36,"CO27600",45.2142857142857
480,92,435,382,548,28,35,813,17,17,NA,221,160,438,1612,248,"CO27615",368.4
0,0,0,64,30,226,1276,74,59,54,41,206,37,229,232,52,"CO27660",161.25
0,0,0,0,0,0,0,341,969,0,NA,50,0,45,738,26,"CO27745",144.6
96,47,30,90,450,70,0,6,5,21,25,278,15,1061,390,46,"CO27787",164.375
312,72,255,0,0,19,5,878,12,41,371,149,172,237,156,29,"CO27800",169.25
0,0,0,0,0,0,0,5,28,65,5,27,10,20,16,3,"CO27810",11.1875
2173,5340,1938,5927,1709,2939,3263,3025,4536,5165,3683,949,2449,716,662,199,"CO41001",2792.0625
40,497,105,82,61,88,113,173,285,307,193,449,139,340,415,145,"CO41006",214.5
0,0,0,0,0,0,0,49,37,42,34,22,22,7,11,9,"CO41013",14.5625
0,0,161,180,31,48,74,116,61,133,105,291,78,164,122,14,"CO41016",98.625
271,0,58,54,7,151,31,62,57,44,21,719,27,740,535,173,"CO41020",184.375
0,0,12,8,14,38,12,7,15,32,9,16,0,3,7,2,"CO41026",10.9375
28,0,203,145,422,61,44,104,79,58,320,173,143,177,187,26,"CO41078",135.625
126,159,144,213,93,195,141,209,219,415,310,281,275,144,168,50,"CO41132",196.375
0,0,190,146,528,7,6,5,244,389,260,246,108,263,222,40,"CO41206",165.875
0,0,0,13,0,0,18,53,0,44,NA,25,2,16,4,10,"CO41244",12.3333333333333
185,637,558,418,199,243,385,972,739,1239,622,553,435,415,479,103,"CO41298",511.375
55,202,0,25,35,217,94,167,76,264,130,265,148,251,210,65,"CO41306",137.75
0,0,130,163,55,79,51,254,123,236,95,187,114,147,198,88,"CO41319",120
0,204,143,37,14,59,29,57,55,53,13,92,82,34,46,6,"CO41349",57.75
50,0,0,39,29,21,22,68,11,19,36,164,74,154,117,37,"CO41357",52.5625
0,0,277,35,10,25,41,151,112,113,87,400,196,246,314,163,"CO41359",135.625
0,0,50,56,25,43,86,116,88,177,117,123,80,107,135,69,"CO41378",79.5
233,163,539,250,98,122,158,195,222,259,276,328,144,323,487,128,"CO41396",245.3125
0,0,0,0,2,42,35,17,62,11,NA,45,4,47,92,11,"CO41483",24.5333333333333
0,110,10,27,17,95,44,84,78,122,51,98,71,109,70,17,"CO41503",62.6875
0,0,0,27,4,5,15,30,27,30,12,17,38,15,16,0,"CO41518",14.75
40,0,179,86,66,27,57,82,57,90,88,131,68,117,109,23,"CO41524",76.25
0,442,0,63,52,65,104,99,111,78,54,70,47,42,67,21,"CO41530",82.1875
0,0,0,43,9,30,84,80,15,76,28,57,18,46,47,29,"CO41548",35.125
451,1300,469,962,336,464,742,1506,1022,1308,1515,791,1277,409,490,225,"CO41551",829.1875
78,0,145,65,15,66,108,98,162,178,141,106,53,96,73,15,"CO41615",87.4375
30,0,0,24,5,26,81,113,112,152,60,115,53,98,175,48,"CO41660",68.25
30,420,108,146,34,94,68,130,223,213,183,500,183,356,343,136,"CO41668",197.9375
0,0,0,0,8,1,66,142,102,95,58,102,36,117,164,33,"CO41676",57.75
0,0,58,60,8,43,115,167,162,363,275,136,185,99,142,66,"CO41770",117.4375
0,0,15,0,13,32,31,47,44,57,24,144,93,161,459,155,"CO41791",79.6875
0,0,30,70,11,13,46,61,44,46,58,22,26,32,85,18,"CO41797",35.125
0,91,0,34,2,38,0,26,42,54,48,177,17,245,242,46,"CO41799",66.375
0,0,25,95,0,0,7,6,0,32,11,65,55,71,49,19,"CO41801",27.1875
0,0,20,0,3,61,64,244,191,114,95,168,53,60,86,37,"CO41807",74.75
0,0,19,30,15,14,35,167,35,25,18,47,36,46,28,15,"CO41872",33.125
0,0,15,24,0,22,0,19,49,34,31,17,18,0,12,0,"CO41885",15.0625
1050,1620,985,2767,1298,2723,2002,1618,2485,3744,2694,799,1574,547,788,75,"CO44001",1673.0625
0,0,0,0,0,0,233,65,63,75,42,151,39,90,32,4,"CO44035",49.625
0,0,37,28,696,119,100,110,126,76,53,53,41,109,95,18,"CO44078",103.8125
0,115,50,151,161,710,473,794,782,549,396,806,194,483,337,62,"CO44090",378.9375
0,210,72,0,0,0,26,590,181,14,16,8,11,12,0,4,"CO44098",71.5
0,0,26,52,14,21,31,NA,21,25,30,18,27,5,26,0,"CO44110",19.7333333333333
191,376,292,240,165,103,87,75,149,66,154,47,195,616,226,6,"CO44279",186.75
0,0,0,0,10,23,29,56,57,105,84,10,37,21,28,5,"CO44378",29.0625
0,0,0,0,0,19,31,53,57,5,NA,3,0,11,8,0,"CO44420",12.4666666666667
75,0,204,283,182,992,149,246,202,361,297,321,336,808,392,95,"CO44430",308.9375
0,0,0,0,11,0,0,173,90,13,NA,4,28,16,18,0,"CO44560",23.5333333333333
350,457,370,1429,1239,4511,153,848,152,237,323,30,249,93,52,9,"CO44650",656.375
0,0,0,0,0,791,0,108,0,7,8,5,12,22,4,1,"CO44847",59.875
150,160,27,121,43,32,26,270,315,64,28,30,32,33,55,2,"CO44855",86.75
115,170,181,113,327,62,0,23,20,14,148,16,3,10,32,7,"CO44874",77.5625
3790,10717,6973,31817,7105,7139,9416,1344,9622,26390,7450,790,871,1635,1350,217,"CO47001",7914.125
0,0,1186,0,495,47,59,NA,8,9,5,34,0,34,37,16,"CO47030",128.666666666667
265,100,326,71,247,480,211,NA,167,103,47,45,13,66,202,76,"CO47053",161.266666666667
481,134,14,15,4,8,0,NA,13,19,12,112,6,45,80,7,"CO47058",63.3333333333333
0,0,0,0,0,14,0,NA,0,NA,NA,23,0,14,1,0,"CO47161",4
132,132,0,14,0,40,0,NA,13,0,NA,88,0,25,21,3,"CO47170",33.4285714285714
868,1498,1037,5107,229,519,382,NA,279,276,133,799,121,317,276,119,"CO47189",797.333333333333
0,0,0,0,0,8,13,NA,0,0,NA,17,0,4,12,10,"CO47205",4.57142857142857
577,4288,2138,142,28,51,84,30,38,16,9,273,17,145,175,65,"CO47245",504.75
390,100,0,0,0,44,44,NA,0,0,NA,30,6,27,101,14,"CO47258",54
50,292,25,0,0,15,94,NA,0,35,43,58,0,26,152,90,"CO47268",58.6666666666667
1959,4244,2573,254,268,505,261,64,14,81,37,141,16,145,205,61,"CO47288",676.75
95,0,706,0,0,8,25,NA,3,0,NA,107,0,49,29,12,"CO47318",73.8571428571429
0,0,0,0,0,22,24,NA,0,3,NA,35,0,35,2,4,"CO47460",8.92857142857143
0,0,0,0,0,28,0,NA,0,0,NA,23,0,11,3,19,"CO47541",6
0,0,0,0,0,0,0,NA,0,NA,NA,18,0,11,21,0,"CO47545",3.84615384615385
265,3720,240,0,0,328,33,NA,0,NA,NA,80,1,25,58,65,"CO47551",370.384615384615
620,647,31,0,154,110,150,132,197,58,15,420,37,91,100,23,"CO47555",174.0625
0,750,35,49,49,0,23,NA,0,NA,NA,58,1,133,58,24,"CO47570",90.7692307692308
0,6295,691,0,0,14,0,NA,0,0,NA,8,0,9,6,0,"CO47605",501.642857142857
0,0,0,0,0,26,0,NA,504,0,NA,61,9,21,23,4,"CO47660",46.2857142857143
0,200,0,0,0,5,35,NA,0,0,NA,5,0,2,1,0,"CO47675",17.7142857142857
0,0,0,0,0,28,0,NA,15,12,NA,10,4,33,10,7,"CO47692",8.5
30,0,0,0,0,0,0,NA,0,0,NA,27,0,31,9,0,"CO47703",6.92857142857143
18,0,0,0,0,36,40,NA,14,24,NA,58,6,15,18,3,"CO47707",16.5714285714286
0,0,0,0,0,0,0,NA,15,26,NA,13,0,0,0,9,"CO47720",4.5
0,1645,221,38,0,41,73,133,4,39,NA,131,0,85,27,15,"CO47745",163.466666666667
78,242,0,0,3,15,0,NA,43,6,6,67,0,47,16,16,"CO47798",35.9333333333333
0,0,0,0,0,0,0,NA,0,0,NA,5,0,30,1,0,"CO47960",2.57142857142857
0,0,0,0,132,163,67,NA,264,159,64,231,9,226,175,88,"CO47980",105.2
6360,1080,3540,4650,3484,6451,8516,4162,7427,10841,4915,1271,2726,365,374,112,"CO50001",4142.125
0,52,182,461,137,287,398,332,700,498,517,186,404,126,106,24,"CO50006",275.625
0,0,20,0,7,0,26,54,48,113,75,14,16,58,11,1,"CO50110",27.6875
0,0,0,0,0,0,15,49,17,18,14,19,28,6,2,0,"CO50124",10.5
0,0,0,24,0,34,51,54,56,63,60,26,38,22,12,1,"CO50150",27.5625
54,0,0,53,89,282,92,NA,55,35,39,43,8,22,28,0,"CO50223",53.3333333333333
71,51,106,59,62,63,116,32,142,165,90,50,100,22,28,20,"CO50226",73.5625
0,0,0,0,0,7,0,43,0,9,NA,5,0,7,7,2,"CO50245",5.33333333333333
105,316,85,0,900,340,311,78,125,136,118,215,29,57,84,9,"CO50251",181.75
250,35,0,0,212,267,213,48,19,7,5,28,39,14,12,2,"CO50270",71.9375
0,355,449,0,31,0,116,45,113,115,52,62,37,70,36,4,"CO50287",92.8125
595,348,732,166,212,237,575,693,809,1259,1788,317,670,233,309,55,"CO50313",562.375
40,0,353,0,0,57,61,NA,12,49,39,72,9,20,25,5,"CO50318",49.4666666666667
0,0,0,3769,712,250,247,NA,20,667,52,769,55,395,346,71,"CO50325",490.2
20,32,0,11,11,79,130,48,39,121,38,345,47,268,186,51,"CO50330",89.125
0,0,0,20,54,270,170,85,238,113,51,423,36,342,351,88,"CO50350",140.0625
22,0,0,11,1524,15,50,NA,0,31,10,384,20,322,359,85,"CO50370",188.866666666667
0,40,0,0,125,402,134,76,181,224,128,256,35,181,300,60,"CO50400",133.875
0,0,124,115,82,171,272,117,109,193,123,281,21,422,175,45,"CO50450",140.625
60,0,17,9,0,48,80,535,235,110,75,283,87,285,191,51,"CO50568",129.125
60,89,32,92,122,558,120,58,70,384,314,169,130,168,131,76,"CO50573",160.8125
495,419,588,24,49,69,92,401,146,40,33,343,27,127,173,25,"CO50577",190.6875
358,300,346,16,78,316,1576,200,415,186,123,826,136,433,357,64,"CO50590",358.125
0,0,21,63,49,74,0,53,89,39,27,23,75,23,11,2,"CO50606",34.3125
0,0,0,0,0,0,60,47,40,25,92,37,19,35,43,22,"CO50680",26.25
420,320,255,37,275,512,496,546,229,161,231,309,100,96,115,40,"CO50683",258.875
0,0,0,102,0,14,31,NA,2,0,NA,14,4,10,27,0,"CO50686",14.5714285714286
156,0,98,81,70,142,350,63,317,240,186,175,106,132,65,23,"CO50689",137.75
30,0,0,131,189,600,1725,1275,514,528,426,1470,323,619,437,155,"CO50711",526.375
2369,2750,8129,7601,2697,3393,5666,5995,5098,5082,4987,2456,3368,440,328,89,"CO52001",3778
0,0,25,0,43,30,35,NA,13,36,15,87,36,67,127,51,"CO52019",37.6666666666667
0,0,0,10,8,0,0,NA,0,12,4,0,8,3,6,0,"CO52022",3.4
45,0,0,0,21,32,15,54,28,44,24,16,50,38,9,10,"CO52036",24.125
0,0,13,0,26,11,21,7,55,51,68,14,26,29,22,19,"CO52051",22.625
185,0,150,326,788,719,1683,646,721,2708,584,2313,859,1302,860,372,"CO52079",888.5
0,0,10,0,0,0,0,NA,4,6,NA,45,16,60,82,29,"CO52083",18
0,51,30,50,36,55,159,11,66,68,97,142,99,139,80,28,"CO52110",69.4375
0,0,0,0,0,8,0,NA,15,5,NA,102,21,192,214,85,"CO52203",45.8571428571429
0,0,61,132,103,42,20,6,49,188,124,28,86,53,31,17,"CO52207",58.75
0,0,39,55,5,7,0,NA,0,1,NA,3,0,11,1,4,"CO52210",9
10,52,386,450,105,64,73,28,74,830,280,41,108,41,32,27,"CO52215",162.5625
0,0,0,0,0,41,0,NA,0,2,NA,16,6,13,15,1,"CO52224",6.71428571428571
0,0,0,29,60,219,17,49,321,174,94,23,32,59,76,13,"CO52227",72.875
50,0,12,15,80,137,62,194,1044,279,58,789,500,522,374,218,"CO52233",270.875
0,60,27,55,54,8,71,7,67,83,80,23,37,20,36,18,"CO52240",40.375
67,0,0,0,0,855,1270,49,12746,93,4714,2007,601,778,682,159,"CO52250",1501.3125
0,0,29,0,0,0,0,NA,29,159,31,81,75,67,49,34,"CO52254",36.9333333333333
47,0,12,13,107,0,29,NA,74,92,111,729,1462,446,458,105,"CO52256",245.666666666667
0,79,10,0,476,17,20,NA,8,37,29,127,100,320,191,71,"CO52258",99
0,0,0,0,9,72,19,17,77,115,34,94,83,100,78,42,"CO52260",46.25
0,20,0,0,0,8,0,NA,4,20,6,32,19,4,17,2,"CO52287",8.8
0,0,0,0,0,5,30,NA,2,7,NA,36,3,28,32,6,"CO52317",10.6428571428571
0,0,13,0,9,0,0,13,0,17,6,16,20,40,30,3,"CO52320",10.4375
0,0,0,0,0,0,0,NA,0,3,NA,8,0,0,0,0,"CO52323",0.785714285714286
0,0,0,0,21,0,21,NA,59,41,19,12,15,10,3,1,"CO52352",13.4666666666667
0,0,19,8,2,0,0,NA,0,25,9,4,12,3,14,2,"CO52354",6.53333333333333
465,770,663,266,98,577,621,124,545,1260,631,200,327,534,350,116,"CO52356",471.6875
0,0,178,26,15,7,20,NA,15,31,29,153,57,233,153,75,"CO52378",66.1333333333333
0,0,0,45,15,75,64,NA,141,122,99,93,16,70,79,23,"CO52381",56.1333333333333
0,0,109,0,22,98,86,42,176,294,93,114,185,78,167,30,"CO52385",93.375
56,0,0,0,0,0,0,538,779,15,NA,146,49,243,326,88,"CO52390",149.333333333333
0,0,14,79,74,54,56,46,164,223,143,91,376,154,219,81,"CO52399",110.875
200,0,0,4,559,49,29,56,145,110,120,522,137,654,793,58,"CO52405",214.75
0,0,188,63,121,109,162,16,219,179,84,160,91,466,450,197,"CO52411",156.5625
0,0,154,420,219,360,310,2111,200,133,105,221,143,274,184,82,"CO52418",307.25
0,0,0,0,467,50,0,413,68,NA,1376,506,500,505,705,96,"CO52427",312.4
116,0,14,12,0,32,52,NA,65,162,54,80,34,156,104,20,"CO52435",60.0666666666667
0,0,28,139,90,0,5,NA,23,334,365,269,81,428,391,147,"CO52473",153.333333333333
0,0,0,0,12,0,15,NA,24,25,8,43,11,6,24,4,"CO52480",11.4666666666667
50,0,0,0,16,8,13,153,475,1370,1179,2132,269,1361,1104,279,"CO52490",525.5625
0,0,10,0,0,0,0,NA,0,0,NA,4,2,5,6,0,"CO52506",1.92857142857143
0,0,0,0,0,93,5,NA,102,90,26,291,20,586,389,659,"CO52520",150.733333333333
30,538,147,47,25,404,238,5398,364,1374,232,1356,626,1915,814,318,"CO52540",864.125
0,0,161,98,21,42,5,NA,94,12,8,23,24,5,36,0,"CO52560",35.2666666666667
0,0,27,26,62,33,38,NA,23,NA,6,32,26,99,75,34,"CO52565",34.3571428571429
23,49,34,74,1,18,44,53,79,61,96,31,15,25,6,11,"CO52573",38.75
46,0,19,0,4,6,0,NA,14,42,21,4,17,9,21,3,"CO52585",13.7333333333333
85,170,182,716,125,163,1375,2202,220,347,131,237,1049,1818,175,49,"CO52612",565.25
0,0,0,0,0,21,0,17,1102,203,123,2097,13,2005,646,109,"CO52621",396
65,0,1402,903,618,318,350,59,923,1589,263,719,493,1169,987,268,"CO52678",632.875
0,0,30,33,5,117,185,80,151,215,260,98,155,229,155,57,"CO52683",110.625
0,35,15,0,0,0,14,11,17,19,16,39,49,30,31,13,"CO52685",18.0625
0,0,124,280,116,124,179,60,52,83,66,106,69,108,62,20,"CO52687",90.5625
158,0,184,12,7,27,37,10,58,33,39,49,20,139,177,57,"CO52693",62.9375
0,0,0,0,0,0,49,NA,0,14,10,17,12,18,20,2,"CO52694",9.46666666666667
0,0,4250,0,0,40,101,NA,1068,128,927,731,259,803,392,75,"CO52696",584.933333333333
0,0,0,0,135,8,35,NA,41,205,64,184,17,401,437,93,"CO52699",108
0,0,0,0,0,0,0,NA,0,0,NA,3,0,4,0,2,"CO52720",0.642857142857143
0,0,1212,725,109,393,518,107,681,614,510,241,523,156,195,73,"CO52786",378.5625
0,0,15,118,10,0,9,NA,17,18,8,8,19,54,54,9,"CO52788",22.6
405,1658,1032,1144,1318,1645,1994,974,4178,5114,7258,13548,15296,12377,13657,5546,"CO52835",5446.5
0,0,19,77,63,17,66,58,47,39,31,50,57,122,58,17,"CO52838",45.0625
0,0,0,6,13,12,0,NA,32,26,17,14,15,11,20,7,"CO52885",11.5333333333333
11000,2573,2310,14327,6827,5936,10319,4364,5120,4466,3556,891,1441,992,1929,303,"CO54001",4772.125
480,0,10,35,18,59,158,78,168,89,39,220,27,201,225,81,"CO54003",118
0,0,60,0,24,20,0,77,8,1,11,28,3,21,23,0,"CO54051",17.25
0,0,0,4,7,0,10,60,23,16,NA,0,40,1,6,0,"CO54099",11.1333333333333
0,0,0,0,0,0,0,145,12,NA,NA,18,0,33,29,7,"CO54109",17.4285714285714
0,0,0,0,0,0,0,NA,0,NA,NA,0,0,7,0,0,"CO54125",0.538461538461538
85,0,0,71,14,0,39,37,0,9,NA,58,11,42,33,16,"CO54128",27.6666666666667
0,0,0,50,4,15,21,38,46,29,27,16,9,6,4,4,"CO54172",16.8125
0,0,60,0,0,5,0,NA,0,0,3,8,17,35,17,4,"CO54174",9.93333333333333
0,0,0,12413,1445,240,484,73,89,84,50,120,18,184,288,55,"CO54206",971.4375
0,0,0,0,0,8,181,93,20,15,NA,14,12,21,11,5,"CO54223",25.3333333333333
0,0,0,0,0,0,0,17,22,3,5,8,6,5,9,7,"CO54239",5.125
750,60,220,0,11,71,361,19,49,63,34,74,18,130,143,54,"CO54245",128.5625
1576,1047,750,3519,1347,1365,180,112,50,258,49,260,24,1813,602,164,"CO54250",819.75
1080,370,214,111,13,44,259,221,230,203,178,61,147,141,150,26,"CO54261",215.5
0,0,0,0,0,0,0,81,7,15,2,0,0,11,5,0,"CO54313",7.5625
186,0,0,300,180,513,45,42,30,81,15,140,22,286,544,174,"CO54344",159.875
0,0,170,0,139,7,0,NA,135,3,NA,8,0,1,2,0,"CO54347",33.2142857142857
45,0,145,0,0,7,0,NA,5,13,NA,0,16,8,12,7,"CO54377",18.4285714285714
260,0,0,5,0,0,57,55,107,96,20,124,20,56,93,25,"CO54385",57.375
0,0,0,0,5,10,0,NA,5,5,17,125,9,81,55,57,"CO54398",24.6
0,0,50,180,74,43,92,120,120,202,129,41,189,76,58,0,"CO54405",85.875
0,0,0,0,183,0,0,33,8,10,NA,16,19,2,10,0,"CO54418",18.7333333333333
0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,3,0,"CO54480",0.214285714285714
930,388,53,3680,817,1404,678,586,316,1118,586,352,336,236,328,93,"CO54498",743.8125
80,0,223,67,12,24,84,70,16,49,24,16,45,11,14,0,"CO54518",45.9375
0,0,0,10,0,8,0,12,0,0,NA,10,6,0,0,0,"CO54520",3.06666666666667
345,0,0,2,9,120,28,11,7,44,21,30,29,79,101,14,"CO54553",52.5
0,0,0,20,0,0,26,NA,26,12,5,13,1,6,0,0,"CO54599",7.26666666666667
0,0,0,0,0,64,20,35,18,7,6,16,3,10,13,8,"CO54660",12.5
0,1800,490,0,172,594,56,77,88,912,1424,175,628,274,212,377,"CO54670",454.9375
0,0,0,0,0,14,24,NA,16,13,6,19,4,1,1,6,"CO54673",6.93333333333333
250,0,0,0,110,0,0,NA,16,0,NA,6,6,12,10,0,"CO54680",29.2857142857143
2160,275,98,69,84,305,113,242,99,194,117,190,197,538,520,105,"CO54720",331.625
0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,6,4,"CO54743",0.714285714285714
0,0,40,160,8,82,335,150,137,67,35,250,37,950,308,93,"CO54800",165.75
1495,650,1080,1137,656,1240,320,165,100,194,103,591,168,672,854,246,"CO54810",604.4375
0,0,160,0,0,15,47,21,67,34,26,58,6,42,100,4,"CO54820",36.25
0,0,0,0,0,0,0,NA,22,4,NA,3,7,0,4,0,"CO54871",2.85714285714286
170,150,102,159,74,450,156,190,304,404,320,141,199,216,171,42,"CO54874",203
50,251,738,2127,411,1084,1305,333,1011,1616,1278,297,628,111,153,55,"CO63001",715.5
0,0,20,96,3,50,70,NA,4,36,25,14,22,5,3,0,"CO63111",23.2
0,0,212,249,23,274,308,27,136,211,84,184,356,124,121,18,"CO63130",145.4375
0,42,32,189,27,123,124,13,123,115,83,35,80,34,49,36,"CO63190",69.0625
0,38,110,140,7,57,103,5,31,54,25,98,32,26,34,19,"CO63212",48.6875
0,0,0,0,27,51,100,13,31,36,23,50,27,11,5,2,"CO63272",23.5
13,35,138,82,0,104,124,7,109,98,82,155,45,88,69,25,"CO63302",73.375
0,21,107,360,55,225,301,118,461,401,279,84,164,25,44,10,"CO63401",165.9375
0,0,184,328,63,179,322,86,313,346,227,119,124,46,53,50,"CO63470",152.5
0,0,98,120,30,28,27,16,46,164,112,119,53,56,50,22,"CO63548",58.8125
12,85,204,206,45,115,328,28,238,177,73,76,95,28,39,6,"CO63594",109.6875
0,0,89,70,3,10,37,6,60,54,17,39,16,13,33,3,"CO63690",28.125
1738,1270,1310,3099,2440,2576,2616,2473,5421,6165,5247,383,1161,169,337,108,"CO66001",2282.0625
0,0,18,25,27,58,81,75,39,27,18,26,34,53,40,21,"CO66045",33.875
0,412,107,61,18,18,43,62,83,47,20,22,28,2,19,0,"CO66075",58.875
0,0,53,84,5,30,147,83,59,42,13,75,17,66,83,30,"CO66088",49.1875
95,460,379,988,242,382,667,763,733,697,585,134,236,48,92,27,"CO66170",408
0,0,18,20,6,34,92,138,238,118,78,18,65,56,37,4,"CO66318",57.625
0,0,24,35,10,21,89,81,78,48,19,21,15,6,10,15,"CO66383",29.5
82,1622,234,132,78,201,169,98,104,138,110,76,161,48,47,23,"CO66400",207.6875
